 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                     SPECIFIC HEAT COEFFICIENTS                                                                     

             Cp = A + B*T + C*T^2 + D*T^3 + E*T^4  [J/kg/K]                                                         

    Species                      Cp(298K)         Cp(1000K)          LT-HT            A(LT)            B(LT)            C(LT)            D(LT)            E(LT)             A(HT)           B(HT)            C(HT)            D(HT)           E(HT)      
   58. NC45H91                  1.652090e+03     3.716012e+03     9.186800e+02    -1.638273e+02     7.435733e+00    -4.956039e-03     1.568764e-06    -1.686188e-10    -1.638273e+02     7.435733e+00    -4.956039e-03     1.568764e-06    -1.686188e-10
   59. NC60H121                 1.652951e+03     3.717812e+03     9.677300e+02    -1.729704e+02     7.492330e+00    -5.051932e-03     1.636457e-06    -1.860726e-10    -1.729704e+02     7.492330e+00    -5.051932e-03     1.636457e-06    -1.860726e-10
   60. NC16H33_T                1.654439e+03     3.717457e+03     7.478400e+02    -1.320627e+02     7.236352e+00    -4.510553e-03     1.171421e-06    -4.769991e-11    -1.320627e+02     7.236352e+00    -4.510553e-03     1.171421e-06    -4.769991e-11
   61. NC30H61_T                1.654951e+03     3.720142e+03     8.508300e+02    -1.638974e+02     7.434696e+00    -4.896737e-03     1.482615e-06    -1.365354e-10    -1.638974e+02     7.434696e+00    -4.896737e-03     1.482615e-06    -1.365354e-10
   62. NC45H91_T                1.655147e+03     3.721168e+03     9.191500e+02    -1.760599e+02     7.510475e+00    -5.044279e-03     1.601507e-06    -1.704753e-10    -1.760599e+02     7.510475e+00    -5.044279e-03     1.601507e-06    -1.704753e-10
   63. NC60H121_T               1.655245e+03     3.721681e+03     9.681000e+02    -1.821485e+02     7.548409e+00    -5.118139e-03     1.661025e-06    -1.874656e-10    -1.821485e+02     7.548409e+00    -5.118139e-03     1.661025e-06    -1.874656e-10
   64. NC16H31                  1.813276e+03     4.063780e+03     7.519400e+02    -1.192852e+02     7.832191e+00    -4.918111e-03     1.362339e-06    -9.335552e-11    -1.192852e+02     7.832191e+00    -4.918111e-03     1.362339e-06    -9.335552e-11
   65. NC30H59                  1.739489e+03     3.904472e+03     8.493100e+02    -1.572500e+02     7.752762e+00    -5.115498e-03     1.585718e-06    -1.612605e-10    -1.572500e+02     7.752762e+00    -5.115498e-03     1.585718e-06    -1.612605e-10
   66. NC45H89                  1.711461e+03     3.843959e+03     9.181300e+02    -1.716708e+02     7.722591e+00    -5.190476e-03     1.670568e-06    -1.870541e-10    -1.716708e+02     7.722591e+00    -5.190476e-03     1.670568e-06    -1.870541e-10
   67. NC60H119                 1.697463e+03     3.813739e+03     9.667500e+02    -1.788725e+02     7.707524e+00    -5.227919e-03     1.712943e-06    -1.999354e-10    -1.788725e+02     7.707524e+00    -5.227919e-03     1.712943e-06    -1.999354e-10
   68. NC16H31_T                1.821924e+03     4.078370e+03     7.520800e+02    -1.538999e+02     8.043688e+00    -5.167803e-03     1.454994e-06    -9.860902e-11    -1.538999e+02     8.043688e+00    -5.167803e-03     1.454994e-06    -9.860902e-11
   69. NC30H59_T                1.744091e+03     3.912237e+03     8.499500e+02    -1.756723e+02     7.865323e+00    -5.248388e-03     1.635030e-06    -1.640565e-10    -1.756723e+02     7.865323e+00    -5.248388e-03     1.635030e-06    -1.640565e-10
   70. NC45H89_T                1.714527e+03     3.849132e+03     9.186100e+02    -1.839425e+02     7.797572e+00    -5.278998e-03     1.703417e-06    -1.889166e-10    -1.839425e+02     7.797572e+00    -5.278998e-03     1.703417e-06    -1.889166e-10
